"","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi"
"41700000000000_227",0.09,11.17,88.83,0,0,26.68,1994,158958,8,8.67,199,19.18,51.16,31.41,5.85,0,0,0
"41700000000000_228",0.08,12.96,84.86,0,2.18,25.41,1994,150556,7,11.41,241,19.18,51.16,20.34,5.5,0,0,0
"43700000000000_229",0.11,0,98.38,0,1.62,29.33,2011,93269,44,28.75,13,59.06,52.82,45.85,18,1,0,0
"17600000000000_230",0.17,0,100,0,0,29.22,1921,50958,64.5,13.19,1894.5,69.99,20.46,35.75,27.85,0,0,0
"27700000000000_231",0.21,0.24,87.56,4.57,7.62,24.54,1949,91056,82,15.49,112.5,49.92,39.52,46.89,40.1,0,0,0
"27700000000000_232",0.12,10.86,63.74,0,25.4,23.3,1965,89506,85.5,23.77,241,59.6,39.52,41.36,38.25,0,0,0
"27700000000000_233",0.21,36.2,24.37,0.2,39.23,22.58,1978,117748,81.5,52.18,241,59.6,39.52,41.36,37.6,0,0,0
"15600000000000_234",0.14,0,49.85,0,50.15,33.66,1955,56142,90,19.55,55,70.9,27.08,55.77,38.65,0,0,0
"41700000000000_235",0.16,0.73,77.24,4.15,17.89,22.84,1957,109861,12,12.81,264,53.97,51.16,19.11,9.95,0,0,0
"11600000000000_236",0.17,0,99.75,0,0.25,28.95,1952,56250,85,21.41,13,60.5,22.22,49.32,34.85,1,0,0
"10600000000000_238",0.18,0,100,0,0,28.17,1962,78611,50,12.95,615,54.54,29.25,37.56,22.9,0,0,0
"1750000000000_239",0.14,0,98.56,0,1.44,28.77,1980,117120,7,2.25,645,26.01,19.56,39.39,6.65,0,0,0
"1750000000000_240",0.14,0,98.2,0,1.8,28.58,1966,130729,11,12.29,53.5,26.01,19.56,39.39,13.05,0,0,0
"1750000000000_241",0.14,0,96.12,0,3.88,28.61,1961,150444,6,16.81,112.5,26.01,19.56,39.39,7.25,0,0,0
"1750000000000_242",0.11,0,100,0,0,29.42,1968,125750,39,6.86,161,27.93,19.56,38.43,67.65,0,0,0
"54700000000000_243",0.1,0,77.75,0,22.25,37.29,1952,39000,28,11.29,241,44.85,61.96,55.56,39.25,1,0,0
"15600000000000_244",0.13,0,100,0,0,32.92,2003,42200,89,76.34,199,84.72,27.08,54.94,22.4,0,0,0
"41700000000000_245",0.12,0,100,0,0,27.6,1945,90750,62.5,13.27,645,46.72,51.16,52.45,22.35,0,0,0
"10600000000000_246",0.14,0,100,0,0,29.76,1952,81208,68.5,15.21,267,71.87,29.25,56.21,26.8,1,0,0
"39700000000000_247",0.25,0,100,0,0,26.61,1954,111250,46,13,1523.5,28.96,49.49,47.93,12.05,0,1,0
"15600000000000_248",0.11,0,71.2,0,28.8,33.72,1930,83108,87.5,16.6,220,70.9,27.08,55.77,26.95,0,0,0
"27700000000000_249",0.17,0,80.44,0,19.56,25.9,2010,69125,64.5,9.52,241,76.7,34.92,31.41,15.45,0,0,0
"15600000000000_250",0.13,0,100,0,0,33.28,2004,107639,67,3.13,645,84.71,27.08,57.87,24.4,0,0,0
"10600000000000_251",0.16,0,94.01,0,0,28.15,1991,151250,41,45.46,13,25.47,29.25,37.15,12.1,1,0,0
"7620000000000_252",0.12,0,100,0,0,30.86,1962,98281,65,24.9,1894.5,77.78,21.42,42.57,33.6,0,0,0
"7620000000000_253",0.14,43.1,56.9,0,0,27.04,1992,112596,66,14.09,264,77.78,21.42,42.57,23.15,0,0,0
"7620000000000_254",0.11,0.09,98.52,0,1.39,29.47,1949,146619,43,14.08,241,77.78,21.42,37.9,21.1,0,0,0
"10600000000000_256",0.11,0,98.73,0,1.27,29.96,1967,49107,68,21.79,32.5,62.75,29.25,39.36,17.5,1,0,0
"17600000000000_257",0.16,30.54,60.85,3.03,5.58,23.79,1954,50000,49,19.11,32.5,85.65,20.46,22.07,41.1,1,0,0
"17600000000000_258",0.16,0,79.41,7.07,0,23.79,1954,50000,98,10.59,205,85.65,20.46,22.07,41.1,1,0,0
"17600000000000_259",0.16,0,48.73,0,11.67,23.79,1954,50000,81,42.73,205,85.65,20.46,22.07,41.1,1,0,0
"17600000000000_260",0.16,0,80.97,2.39,0.38,23.79,1954,50000,80,17.57,32.5,85.65,20.46,22.07,41.1,1,0,0
"17600000000000_261",0.16,0,88.03,3.11,1.43,23.79,1954,50000,87.5,15.28,205,85.65,20.46,22.07,41.1,1,0,0
"17600000000000_262",0.16,0,97.45,0,0,23.79,1954,50000,93.5,28.2,32.5,85.65,20.46,22.07,41.1,1,0,0
"17600000000000_263",0.16,0.16,72.97,10.66,3.76,23.79,1954,50000,80,11.15,32.5,85.65,20.46,22.07,41.1,1,0,0
"41700000000000_264",0.1,13.62,86.38,0,0,27.16,2012,250000,7,13.33,85.5,38.89,51.16,46.54,10.25,0,0,0
"1610000000000_265",0.07,0,100,0,0,28.79,2004,31944,88,8.75,1523.5,194.4,19.56,49.24,40.35,0,0,0
"10600000000000_266",0.14,0,13.34,76.33,10.33,28.09,2018,65556,65,7.45,32.5,24.06,29.25,32.39,26.6,1,0,0
"10600000000000_267",0.14,0,99.9,0,0,28.09,1920,65556,24,35.71,205,24.06,29.25,32.39,26.6,1,0,0
"43700000000000_268",0.12,0,100,0,0,29.04,2005,237083,6.5,20.92,112.5,9.86,52.82,42.23,3.1,0,0,0
"10700000000000_269",0.12,0,91.08,0,8.92,31.17,2003,93398,46.5,22.76,16,99.16,29.25,39.83,20.65,0,0,0
"16700000000000_270",0.1,1.12,76.73,0,17.42,34.95,2005,59024,100,7.11,32.5,45.07,42.51,20.5,25.95,1,0,0
"39700000000000_271",0.12,0,100,0,0,30.48,1950,56078,84.5,19.07,1894.5,102.71,49.49,43.87,39.4,0,0,0
"16700000000000_272",0.09,0,99.75,0,0.25,35.7,2001,57543,96.5,15.18,32.5,45.07,42.51,20.5,46.8,1,0,0
"15600000000000_273",0.13,0,99.6,0,0,31.36,1999,36250,83.5,19.79,161,45.4,27.08,54.21,39.35,0,0,0
"10600000000000_274",0.25,0,100,0,0,27.55,1953,50833,88,3,28,139.35,29.25,58.31,34.9,1,1,1
"10700000000000_275",0.14,4.35,95.65,0,0,29.34,2017,33362,91.5,13.55,1894.5,90.29,29.25,51.24,17.45,0,0,0
"20700000000000_276",0.16,0,99.9,0,0.1,30.64,1991,128635,87.5,23.63,1523.5,57.45,19.56,31.22,38.1,1,0,0
"10800000000000_277",0.17,0,100,0,0,31.27,1975,81964,78.5,23.43,241,103.52,29.25,69.12,24.65,1,0,0
"15600000000000_278",0.13,0,99.92,0,0.08,32.67,1953,97103,83,66.14,241,34.18,34.92,29.86,37.65,0,0,0
"39700000000000_279",0.13,0,100,0,0,30.88,1959,48176,91.5,20.04,241,102.68,49.49,48.53,32.15,0,0,0
"24700000000000_280",0.23,5.64,36.12,0,58.24,28.73,1952,44792,78,4.88,32.5,72.17,37.03,51.11,32.15,1,0,0
"15700000000000_281",0.13,0,100,0,0,32.64,1928,53774,84.5,20.12,14.5,59.59,27.08,49.45,22.2,1,0,0
"15700000000000_282",0.12,0,100,0,0,32.73,1928,70469,84.5,20.12,14.5,59.59,27.08,49.45,22.2,1,0,0
"15700000000000_283",0.12,0,100,0,0,32.79,1928,36190,84.5,20.12,205,59.59,27.08,50.25,22.2,1,0,0
"15700000000000_284",0.13,0,100,0,0,32.48,1998,39063,88,13.5,205,59.59,27.08,49.45,18.45,1,0,0
"10600000000000_285",0.14,0,100,0,0,31.43,1906,29167,81,47.85,241,139.35,29.25,62.48,21,0,0,0
"10600000000000_286",0.17,0,100,0,0,33.28,1958,71058,82,25.93,53.5,87.57,29.25,64.73,22.65,0,0,0
"24700000000000_287",0.22,0,100,0,0,28.52,1929,59464,89.5,15.48,205,126.44,37.03,46.94,15.1,1,0,0
"24700000000000_288",0.22,8.78,84.86,2.86,0,28.52,2003,59464,89.5,15.48,1523.5,126.44,19.56,46.94,15.1,1,0,0
"24700000000000_289",0.09,0,100,0,0,28.8,1996,133846,89.5,15.48,14.5,32.86,19.56,32.6,15.1,1,0,0
"24700000000000_290",0.16,0,99.01,0,0.99,30.52,2005,46813,89.5,15.48,205,75.87,37.03,43.88,15.1,1,0,0
"24700000000000_291",0.16,0,70.71,0,29.29,30.52,1963,33309,91,15.48,205,75.87,37.03,43.88,15.1,1,0,0
"39100000000000_292",0.1,0,95.26,0,4.74,31.35,2011,59022,85,29.14,264,75.18,49.49,56.2,55.6,1,0,0
"15700000000000_293",0.12,0,100,0,0,32.82,1930,36190,87.5,21.24,1523.5,59.59,27.08,49.45,18.55,1,0,0
"20700000000000_294",0.17,0,49.55,0,50.45,30.03,1964,38828,87.5,12.91,199,130.81,34.44,29.88,30.15,0,0,0
"1610000000000_295",0.13,0,100,0,0,27.2,1955,163500,74,19.34,241,76.51,19.56,37.12,19.45,0,0,0
"1610000000000_296",0.13,0,100,0,0,27.29,1956,146250,74,9.87,42.5,76.2,19.56,35.82,18.4,0,0,0
"1610000000000_297",0.1,5.65,93.79,0,0.56,26.77,1953,68939,90,12.29,1894.5,75.09,19.56,61,31.4,0,0,0
"1610000000000_298",0.1,0,100,0,0,28.17,1952,63333,84,10.25,1894.5,60.29,19.56,40.66,26.15,0,0,0
"1610000000000_299",0.11,0,100,0,0,28.3,1949,152976,27,73.29,205,83.51,19.56,42.51,23.3,1,0,0
"1610000000000_300",0.11,0,96.5,0,0,28.3,1949,152976,59,73.29,205,83.51,19.56,42.51,23.3,1,0,0
"1610000000000_301",0.11,0,97.37,0,1.06,28.3,1949,152976,0,73.29,42.5,83.51,19.56,42.51,23.3,1,0,0
"1610000000000_302",0.09,0,100,0,0,28.01,1956,65060,67,21.46,241,62.7,19.56,51.29,17.45,0,0,0
"43700000000000_303",0.15,0,98.57,0,1.43,28.33,2009,211860,9,7.04,241,10.29,52.82,24.46,5.7,0,0,0
"10600000000000_304",0.16,0,100,0,0,29.72,2007,66875,66,16.99,267,71.87,29.25,56.21,31.25,1,0,0
"10600000000000_305",0.15,0,100,0,0,30.36,2005,45238,93,15.45,27.5,80.23,29.25,46.97,43,0,0,0
"10600000000000_306",0.17,0,83.33,0,16.67,29.52,1957,117370,27,12.25,1894.5,71.87,29.25,56.21,17.1,0,0,0
"52700000000000_307",0.2,0,17.46,0,82.54,29.14,2006,47886,95,31.5,205,67.11,60.29,29.97,13.4,0,0,0
"48700000000000_308",0.14,0,99.44,0,0.56,29.38,1982,128914,100,25.67,267,77.03,57.8,22.55,22.3,0,0,0
"48700000000000_309",0.15,0.08,91.83,0,8.09,29.12,1993,99669,35.5,24.46,241,77.03,57.8,21.24,13.45,0,0,0
"48700000000000_310",0.18,0,99.76,0,0.24,29.55,1979,74101,39,12.39,53.5,14.99,57.8,38.83,14.2,0,0,0
"43700000000000_314",0.13,0,96.64,0,3.36,29.14,2001,70125,60.5,8.5,161,39.03,52.82,53.59,22.4,0,0,0
"54700000000000_315",0.15,0,91.83,0,8.17,30.61,1995,50000,93,35.75,42.5,35.41,49.49,31.43,16.05,1,0,0
"44700000000000_316",0.12,0,100,0,0,26.78,1938,72941,94,17.27,1894.5,56.91,53.65,50.32,26.45,0,0,0
"54700000000000_317",0.17,1.95,90.03,0,5.56,29.39,1954,52688,95,28.38,464,32.25,27.08,59.65,19.45,1,0,0
"54700000000000_318",0.17,2.38,90.12,0,12.42,29.39,1878,52688,95,28.38,14.5,127.72,19.56,45.03,19.45,1,0,0
"54700000000000_319",0.17,0,100,0,0.79,29.39,1953,52688,95,28.38,241,77.65,27.08,51.21,19.45,1,0,0
"54700000000000_320",0.17,0,100,0,0,29.7,1928,65643,95,37.58,13,53.57,29.25,30.69,25.25,1,0,0
"54700000000000_321",0.17,0,99.05,3.03,0,29.7,2003,65643,95,37.58,13,39.03,34.92,25.71,25.25,1,0,0
"10600000000000_322",0.16,0,100,0,0,30.67,1956,66597,90.5,14.89,16,86.64,29.25,43.3,38.85,0,0,0
"52700000000000_323",0.2,0,96.09,0,3.91,27.39,1943,65607,77.5,16.71,27.5,83.49,60.29,42.46,43.4,0,0,0
"43700000000000_324",0.13,0,99.92,0,0.08,26.82,2004,238472,14,7.89,1894.5,26.77,52.82,14.16,3.9,0,0,0
"4620000000000_325",0.15,0,95.22,0,4.78,28.08,1928,40323,61,15.26,55,57.55,19.73,38.29,46.5,0,0,0
"4620000000000_326",0.16,0,61.57,3.09,35.34,28.2,1934,54286,61,16.48,91,57.42,19.73,46.88,35.55,0,0,0
"45700000000000_327",0.22,7.14,17.54,0,75.32,27.39,1981,57130,51.5,16.6,241,50.47,54.48,31.65,23.45,0,0,0
"43700000000000_328",0.13,0,100,0,0,29.92,1965,234643,21,10.2,85.5,18.38,52.82,38.76,11.5,0,0,0
"10600000000000_329",0.16,0,100,0,0,28.74,1956,45913,87,12.6,241,80.23,29.25,42.53,28.75,0,0,0
"10600000000000_330",0.16,0,96.74,0,3.26,28.86,1948,38750,65,65.96,83,78.21,29.25,50.79,20.6,0,0,0
"10600000000000_331",0.16,0,99.6,0,0.4,28.92,1948,38750,88,18.75,83,78.21,29.25,50.79,20.6,0,0,0
"10600000000000_332",0.16,0,91.96,0,8.04,28.26,1955,57875,85.5,7.72,220,80.23,29.25,49.34,28.3,0,0,0
"3740000000000_333",0.19,0.48,71.14,5.28,23.1,28.65,1960,77819,23,11.27,271.5,108.13,27.08,26.2,28.1,0,0,0
"45700000000000_334",0.19,1.36,64.35,4.86,29.43,27.08,1949,43438,80,7.42,241,49.48,54.48,38.73,37.85,0,0,0
"7620000000000_335",0.11,2.88,97.12,0,0,29.04,1955,57841,70,49.53,125.5,171.45,21.42,44.35,31.95,0,0,0
"7620000000000_336",0.12,0,100,0,0,29.23,1950,57841,95,10.61,13,171.45,21.42,44.35,41.75,0,0,0
"7620000000000_337",0.11,0,100,0,0,30.08,1954,57387,80,12.98,205,157.3,21.42,40.88,36.3,0,0,0
"44800000000000_338",0.14,0,96.65,2.56,0.8,25.96,1941,91008,11.5,7.35,1894.5,21.67,53.65,41.28,5.6,0,0,0
"45700000000000_339",0.21,0,27.7,13.41,58.89,28.3,2004,113750,44,80.76,205,64.6,54.48,19.45,20.85,1,0,0
"10700000000000_340",0.15,0,98.98,0,1.02,30.11,1953,119750,47.5,19.51,112.5,76.94,29.25,63.26,18.3,0,0,0
"10700000000000_341",0.16,0,76.39,0,23.61,30.04,1952,33958,83,23.06,241,75.99,29.25,40.92,40,0,0,0
"10700000000000_342",0.18,0,100,0,0,29.36,1982,58047,88,9.56,161,48.65,29.25,47.46,25.9,0,0,0
"10700000000000_343",0.16,0,97.94,0,2.06,31.22,1951,76058,81,20.83,27.5,139.45,29.25,67.85,31.55,0,0,0
"10700000000000_344",0.14,0,94.57,0,5.43,31.18,1992,59655,75.5,16.83,55,99.16,29.25,51.75,32.75,0,0,0
"10700000000000_345",0.2,0,100,0,0,29.79,1951,74028,57.5,8.1,653.5,75.99,29.25,40.92,27.65,0,0,0
"10700000000000_346",0.15,0,100,0,0,29.63,1998,91424,46,18.54,1523.5,99.16,29.25,39.83,12.95,0,0,0
"16600000000000_347",0.15,0,100,0,0,30.74,1942,53688,71,24.45,1523.5,94.42,29.25,63.75,15.7,1,0,0
"16600000000000_348",0.15,9.09,78.25,0,0,30.74,1942,53688,89,10.96,205,46.15,51.99,62.72,15.7,1,0,0
"43700000000000_349",0.12,0.97,98.3,0,0.73,29.45,1992,44760,100,72.33,42.5,26.65,52.82,24.99,28.8,0,0,0
"43700000000000_350",0.11,0,100,0,0,29.01,2005,237083,81,12.99,85.5,9.86,52.82,42.23,3.9,0,0,0
"44800000000000_351",0.22,1.04,32.17,24.6,42.2,25.85,1999,91008,10,11.7,241,22.19,53.65,40.47,11.35,0,0,0
"44700000000000_353",0.13,0,100,0,0,23.91,1994,1e+05,100,15.63,1894.5,33.7,53.65,34.15,15.9,0,0,0
"43700000000000_354",0.12,0,100,0,0,29.42,1998,250000,7.5,12.28,112.5,10.1,52.82,36.13,3.3,0,0,0
"43700000000000_356",0.15,1.46,93.34,0,5.2,28.61,1977,97171,57,50.95,615,59.06,52.82,36.99,22.25,0,0,0
"10600000000000_357",0.11,0,100,0,0,31.95,2005,30329,87,13.88,1894.5,136.39,29.25,54.62,37.05,0,0,0
"43700000000000_358",0.13,0,100,0,0,28.97,1950,250000,7,12.39,161,9.84,52.82,41.31,3,0,0,0
"43700000000000_359",0.14,0,100,0,0,28.89,1955,220216,11.5,26.32,53.5,12.22,52.82,30.41,3.55,0,0,0
"31700000000000_360",0.28,0.16,31.82,56.64,11.38,23.92,1995,86984,0,2,205,18.61,42.85,21.75,23.8,1,1,1
"7620000000000_361",0.16,0,99.52,0,0.48,27.24,1962,159896,19,20.41,161,24.66,21.42,45.58,8.5,0,0,0
"7620000000000_362",0.15,0,100,0,0,28.18,1951,163661,0,11.78,161,24.66,21.42,45.58,6.5,0,0,0
"7620000000000_363",0.18,0,98.24,1.28,0.48,26.27,1955,144091,10,10.9,1894.5,29.58,21.42,35.25,9.5,0,0,0
"7620000000000_364",0.2,0,74.94,2.86,22.2,26.77,1951,111607,25,10.27,27.5,29.58,21.42,35.25,7.2,0,0,0
"15600000000000_365",0.15,0,100,0,0,32.8,2005,46602,80,21.22,1894.5,84.71,27.08,57.87,23.75,0,0,0
"7620000000000_366",0.19,0,49.11,4.82,46.07,26.89,1958,111607,19,8.61,42,21.21,21.42,28.17,12.15,0,0,0
"7620000000000_367",0.13,0,98.75,0,1.25,27.8,1951,62471,74,26.42,205,32.97,21.42,40.84,15.75,1,0,0
"7620000000000_368",0.22,1.67,69.94,16.51,11.88,25.85,1955,155994,19,26.17,205,10.12,21.42,22.49,6.4,1,0,0
"7620000000000_369",0.13,0,94.32,0,0.71,27.8,1951,62471,0,26.42,464,32.97,21.42,40.84,15.75,1,0,0
"7620000000000_370",0.22,0,92.42,0,29.06,25.85,1955,155994,10,26.17,205,10.12,21.42,22.49,6.4,1,0,0
"7620000000000_371",0.19,0,52.38,16.43,31.19,25.96,1994,115822,10,6.65,241,46.23,21.42,31.22,9.8,0,0,0
"23700000000000_372",0.18,0.08,84.54,0,15.38,28.27,1959,51591,59,9,14.5,100.53,36.2,37.43,37.3,1,0,0
"23700000000000_373",0.18,0.64,67.58,0,31.93,28.27,1959,71731,59,9,205,100.53,36.2,37.43,37.3,1,0,0
"23700000000000_374",0.18,0,99.92,0,0,28.27,1959,77917,59,9,205,100.53,36.2,37.43,37.3,1,0,0
"23700000000000_375",0.18,0,79.72,0,0,28.27,1959,66875,59,9,1523.5,100.53,36.2,37.43,37.3,1,0,0
"23700000000000_376",0.2,0,57.83,8.15,34.03,28.03,1929,48458,53.5,11.25,205,100.53,36.2,37.43,34.7,1,0,0
"23700000000000_377",0.2,0,97.76,0.32,1.4,28.03,1929,93419,53.5,11.25,205,100.53,36.2,37.43,34.7,1,0,0
"23700000000000_378",0.2,35.48,0,0,38.87,28.03,1929,41827,53.5,11.25,205,100.53,36.2,37.43,34.7,1,0,0
"23700000000000_379",0.2,0,98.33,0,0,28.03,1929,96111,53.5,11.25,205,100.53,36.2,37.43,34.7,1,0,0
"23700000000000_380",0.21,0,71.44,13.56,15,26.84,1953,92585,64.5,22.75,205,100.53,36.2,37.43,43.05,1,0,0
"23700000000000_381",0.18,0,99.32,0,0.68,28.41,1989,53750,88,27.85,1523.5,100.53,36.2,37.43,42.95,1,0,0
"3740000000000_382",0.21,0,46.1,14.25,39.65,28.53,1960,44796,91,11.25,13,57.95,36.2,64.97,37.85,0,0,0
"15600000000000_383",0.14,0,100,0,0,32.78,1928,42143,92.5,21.33,125.5,44.92,27.08,65.37,41.5,1,0,0
"3740000000000_384",0.18,0,60.57,4.61,34.82,28.61,1960,66009,83,11.41,13,67.1,34.92,40.51,25.7,0,0,0
"3740000000000_385",0.17,0,86.58,1.09,12.32,28.52,1960,54868,85,5.82,241,25.14,20.46,40.79,23.45,0,0,0
"43700000000000_386",0.15,0,89.03,0,10.97,28.98,1955,152500,56.5,14.83,1894.5,36.24,52.82,37.77,23.95,0,0,0
"31800000000000_387",0.14,0,100,0,0,28.86,1952,78036,30,13.28,1894.5,47.46,42.85,38.96,11.55,0,0,0
"43700000000000_388",0.1,0,100,0,0,28.93,2018,99844,10,36.37,164,58.38,52.82,30.17,10.8,0,0,0
"44700000000000_390",0.22,0,77.93,18.46,3.61,20.22,1929,92231,44.5,14.06,241,25.31,53.65,27.52,23.45,0,0,0
"44700000000000_391",0.14,0,100,0,0,26.24,2018,67224,88,13.04,125.5,56.91,53.65,44.73,33.6,0,0,0
"44700000000000_392",0.12,7.27,95.51,0,0,26.78,1938,72941,94,17.27,27.5,56.91,53.65,50.32,26.45,0,0,0
"44700000000000_393",0.1,0,100,0,0,26.95,1994,37138,89.5,52.47,85.5,56.91,53.65,50.32,23.05,0,0,0
"44700000000000_394",0.27,6.98,56.79,4.04,32.19,23.23,1949,80417,93,13.61,13,50.91,39.52,51.63,28.45,0,1,0
"44700000000000_395",0.13,0,93.2,0,6.8,26.04,1979,94688,87,12.22,278.5,56.91,53.65,38.66,36,0,0,0
"44700000000000_396",0.23,0,38.35,56.01,5.65,19.21,1969,136709,39,36.19,241,25.31,53.65,27.52,19.65,0,0,0
"15600000000000_397",0.11,0,98.76,0,0,33.15,1985,28379,88,18.32,36,84.72,27.08,50.34,23.9,0,0,0
"42700000000000_398",0.17,0,90.22,0,9.78,25.49,1954,49396,94,13.64,615,54.45,51.99,44.54,28.85,0,0,0
"42700000000000_399",0.17,0,100,0,0,28.67,1961,67130,89,13.38,241,41.05,51.99,33.96,20.65,0,0,0
"42700000000000_400",0.12,0,98.87,0,1.13,28.8,1967,50000,95,24.83,267,54.4,51.99,33.7,16.9,0,0,0
"42700000000000_401",0.12,0,89.74,0,10.26,28.95,1987,82188,89,22.41,1523.5,82.18,51.99,40.73,20.3,0,0,0
"42700000000000_402",0.12,0,96.81,0,3.19,28.79,1952,73824,89,23.11,241,82.18,51.99,40.38,22.1,0,0,0
"42700000000000_404",0.11,0,100,0,0,29.2,1946,40516,93,19.42,205,82.18,51.99,28.98,18.15,0,0,0
"42700000000000_405",0.12,0,98.14,0,1.86,28.54,1962,64085,93,22.41,241,53.87,51.99,36.24,17.4,0,0,0
"42700000000000_406",0.1,0.49,99.43,0,0.08,29.22,1990,52336,82.5,24.67,1894.5,55.35,51.99,35.92,23.6,0,0,0
"52700000000000_407",0.21,0,100,0,0,27.11,1955,43315,77.5,23.7,241,83.49,60.29,42.46,44.65,0,0,0
"52700000000000_408",0.14,0,68.07,0,31.93,29.73,1987,35737,81.5,23.11,1894.5,83.49,60.29,42.46,35.75,0,0,0
"45700000000000_409",0.19,0,99.3,0.46,0.23,27.45,1949,28977,70.5,14.94,15,50.47,54.48,40.2,33.6,0,0,0
"58700000000000_410",0.21,0.86,93.68,0,5.46,28.2,1954,62273,49,13.75,14.5,35.41,65.28,41.92,20.5,1,0,0
"1610000000000_411",0.12,0,100,0,0,30.79,1960,186429,45,21.68,14.5,31.1,19.56,27.11,15.2,1,0,0
"1610000000000_412",0.1,0,100,0,0,30.73,1929,154671,19,48.71,267,28.61,19.56,40.84,12.8,1,0,0
"1610000000000_413",0.11,0,100,0,0,30.67,1950,56411,96,25.17,1523.5,30.08,19.56,42.95,13.8,1,0,0
"1610000000000_414",0.1,0,100,0,0,30.74,1950,56411,66,14.9,278.5,30.08,19.56,42.95,13.8,0,0,0
"1610000000000_415",0.1,0,99.84,0,0.16,30.36,1936,123750,43,7.04,1894.5,28.8,19.56,42.11,80.35,1,0,0
"1610000000000_416",0.14,0,95.21,0,4.79,29.33,1963,153494,30,16.22,38.5,28.61,19.56,40.84,18,1,0,0
"1610000000000_417",0.14,8.98,65.82,0,25.2,30.58,1992,155938,19,20.37,205,30.08,19.56,36.19,11.95,1,0,0
"1610000000000_418",0.12,0,98.08,0,1.92,30.39,1962,131724,23,55.78,14.5,31.1,19.56,27.11,4.3,1,0,0
"1610000000000_419",0.14,0,99.25,0,0.75,30.45,1970,112000,10,14.12,205,31.1,19.56,32.32,15.85,1,0,0
"1610000000000_420",0.13,2.3,92.62,0,5.08,29.8,1990,133598,23,22.94,205,30.08,19.56,36.19,20.05,1,0,0
"6620000000000_421",0.14,2.33,97.67,0,0,28.21,1954,77596,92.5,2.74,98.5,52.51,19.56,55.88,10.3,0,0,0
"6620000000000_422",0.15,3.38,96.62,0,0,28.76,1959,77596,67,4.34,199,53.28,20.46,26.2,15.8,0,0,0
"15600000000000_423",0.13,0,100,0,0,31.39,1993,45494,32,59.39,645,28.55,27.08,39.81,14.65,0,0,0
"15600000000000_425",0.06,0,100,0,0,33.83,1986,72949,78,16.63,241,75.37,27.08,43.01,64.85,0,0,0
"15600000000000_426",0.12,0,100,0,0,33.05,1967,13780,94,14.32,125.5,110.77,27.08,58.85,63.85,0,0,0
"15600000000000_427",0.12,0,100,0,0,32.99,1994,91989,74.5,72.26,161,55.67,27.08,54.97,19,0,0,0
"15600000000000_428",0.15,0,100,0,0,32.58,1965,46563,87.5,68.53,1894.5,81.79,27.08,32.29,34.15,0,0,0
"15600000000000_429",0.17,0,100,0,0,30.7,1971,78958,95.5,4.13,161,45.4,27.08,54.21,62.7,0,0,0
"15600000000000_430",0.14,0,100,0,0,31.95,1991,118304,31.5,59.63,929,43.63,27.08,34.23,12.2,0,0,0
"15600000000000_431",0.12,0,100,0,0,33.8,1957,69563,94,71.15,1523.5,79.48,27.08,40.74,22.85,0,0,0
"15100000000000_432",0.16,0,99.92,0,0,33.27,2011,49594,83,54.75,645,41.66,27.08,44.41,27.3,0,0,0
"15600000000000_433",0.14,0,100,0,0,32.7,1938,78300,86,81.76,36,74.17,27.08,36.85,29.95,0,0,0
"15600000000000_434",0.14,0,100,0,1.67,32.7,1938,78300,86,81.76,36,74.17,27.08,36.85,29.95,0,0,0
"15600000000000_436",0.07,0,100,0,0,33.3,1893,30125,79,86.91,241,148.79,27.08,55.48,26.65,0,0,0
"15600000000000_437",0.12,0,100,0,0,32.99,1994,91989,74.5,72.26,1894.5,55.67,27.08,54.97,19,0,0,0
"15600000000000_438",0.11,0,100,0,4.35,33.15,1985,28379,49,23.65,36,84.72,27.08,50.34,23.9,0,0,0
"15600000000000_440",0.13,0,100,0,0,32.92,1936,27404,90,25.83,27.5,43.74,27.08,44.5,34.15,0,0,0
"10700000000000_441",0.15,0,100,0,0,31.11,1952,25063,89,18.43,125.5,54.61,29.25,55.83,21.45,0,0,0
"10700000000000_442",0.14,0,99.3,0,0.7,31.08,1967,66055,85.5,34.13,241,54.61,29.25,50.9,18,0,0,0
"10600000000000_443",0.13,0,100,0,0,30.73,1959,21938,95,17.17,361.5,86.38,29.25,44.97,52.55,0,0,0
"10600000000000_444",0.12,0,100,0,0,31.48,1985,25025,90,22.54,241,132.71,29.25,48.06,20.65,0,0,0
"10600000000000_445",0.14,0.96,99.04,0,0,30.44,1960,36196,90,16.29,85.5,64.56,29.25,48.77,47.15,0,0,0
"10600000000000_446",0.18,0,100,0,0,29.36,1955,117286,59.5,56.62,53.5,70.83,29.25,44.6,28.95,0,0,0
"10600000000000_447",0.19,0,100,0,0,28.83,1999,71925,85,15.63,20747,66.02,29.25,46.44,73.75,0,0,0
"10600000000000_449",0.14,0,100,0,0,30.68,1949,48250,66.5,10.41,241,132.71,29.25,52.8,13.05,0,0,0
"10600000000000_450",0.13,0,100,0,0,30.86,1962,51985,90,20.32,27.5,86.38,29.25,51.85,42.65,0,0,0
"10600000000000_451",0.15,0.72,99.28,0,0,30.7,1970,92056,70,18.12,164,86.38,29.25,49.24,28.85,0,0,0
